id,name,class,node_type,level,parent_of,child_of,adjacent_to
5e624184,Go-To-Market Leadership,Archetype,sub_archetype2,3,c59f2aa2;d53456ed;1d7537db;a3e0ebd6;de119032;66e08093;913d95c6;231e1f7a,0a530e68,
c59f2aa2,Customer Workflow GTM Leader,Archetype,job_role,4,,5e624184,
d53456ed,Employee Workflow Go-To-Market Leader,Archetype,job_role,4,,5e624184,
1d7537db,Manufacturing Industry GTM Lead,Archetype,job_role,4,,5e624184,
a3e0ebd6,TMT Industry GTM Lead,Archetype,job_role,4,,5e624184,
de119032,Technology Industry GTM Lead,Archetype,job_role,4,,5e624184,
66e08093,Technology Industry Go-To-Market Director/Lead,Archetype,job_role,4,,5e624184,
913d95c6,Customer Workflow Go-To-Market Leader,Archetype,job_role,4,,5e624184,
231e1f7a,Head of Disputes Go-To-Market,Archetype,job_role,4,,5e624184,
660b33e6,Sales Enablement,Archetype,sub_archetype2,3,56ed5354;1a59d443;77abc8a6;f1f9538c;3b2cfc5d;9d9a95ad;21844ee0;1eb590ba;9f144ff0;2530db8e;88141d10,0a530e68,
56ed5354,Sales Enablement Manager,Archetype,job_role,4,,660b33e6,
1a59d443,Sales Enablement Program Specialist,Archetype,job_role,4,,660b33e6,
77abc8a6,Sales Enablement Manager - NowSell,Archetype,job_role,4,,660b33e6,
f1f9538c,Sales Enablement Business Partner,Archetype,job_role,4,,660b33e6,
3b2cfc5d,"Senior Manager, Sales Enablement - Digital GTM",Archetype,job_role,4,,660b33e6,
9d9a95ad,Senior Sales Enablement Manager - Enablement Business Partner,Archetype,job_role,4,,660b33e6,
21844ee0,Sales Enablement Project Manager,Archetype,job_role,4,,660b33e6,
1eb590ba,Sales Enablement Manager - Sales Role Excellence,Archetype,job_role,4,,660b33e6,
9f144ff0,Sales Enablement Manager - Sales Effectiveness,Archetype,job_role,4,,660b33e6,
2530db8e,Sales Enablement Senior Manager - Sales Coaching,Archetype,job_role,4,,660b33e6,
88141d10,Sales Enablement Lead,Archetype,job_role,4,,660b33e6,
e8cb2532,Sales Enablement & Leadership,Archetype,sub_archetype2,3,ee21eda3;28f0e362;3dbc70b3,0a530e68,
ee21eda3,Sales Leadership Enablement Manager,Archetype,job_role,4,,e8cb2532,
28f0e362,Senior Sales Enablement Manager,Archetype,job_role,4,,e8cb2532,
3dbc70b3,Country Sales Manager,Archetype,job_role,4,,e8cb2532,
77d213f8,Sales & Enablement Management,Archetype,sub_archetype2,3,96fdf9bd;9c81308f;7a667f5d,0a530e68,
96fdf9bd,Renewals Enablement Manager,Archetype,job_role,4,,77d213f8,
9c81308f,Onboarding Delivery Instructor,Archetype,job_role,4,,77d213f8,
7a667f5d,Enablement Program Manager,Archetype,job_role,4,,77d213f8,
84c5dded,Sales & Delivery Leadership,Archetype,sub_archetype2,3,ab37b658;c3845dda;fa33e28c,0a530e68,
ab37b658,ServiceNow Delivery Director,Archetype,job_role,4,,84c5dded,
c3845dda,Sales Operations VP,Archetype,job_role,4,,84c5dded,
fa33e28c,Vice President of Sales - Federal Defense,Archetype,job_role,4,,84c5dded,
2faab831,Sales & Technology Leadership,Archetype,sub_archetype2,3,84c58e24,0a530e68,
84c58e24,Cloud GTM & Sales Director,Archetype,job_role,4,,2faab831,
c6ff784f,Sales & Presales Management,Archetype,sub_archetype2,3,a344d1b4;f37fc4d3;ceab6c63;2e297971,0a530e68,
a344d1b4,"Director, Intelligent Automation Presales",Archetype,job_role,4,,c6ff784f,
f37fc4d3,Presales Manager,Archetype,job_role,4,,c6ff784f,
ceab6c63,TX Solutions Playbook Manager,Archetype,job_role,4,,c6ff784f,
2e297971,Presales Director,Archetype,job_role,4,,c6ff784f,
419e4897,Sales & Training Professional,Archetype,sub_archetype2,3,242e3f70,0a530e68,
242e3f70,Sales Onboarding Instructor,Archetype,job_role,4,,419e4897,
81d3f468,Sales Program Management,Archetype,sub_archetype2,3,9c9d1ab1;cb6e9d5a;a4f82b95;84a2c3b9;3c3b5739;47e9a12d,0a530e68,
9c9d1ab1,Sales Play Program Manager,Archetype,job_role,4,,81d3f468,
cb6e9d5a,Senior Sales Program Manager,Archetype,job_role,4,,81d3f468,
a4f82b95,Sales Program Manager,Archetype,job_role,4,,81d3f468,
84a2c3b9,Sales Activation Program Manager,Archetype,job_role,4,,81d3f468,
3c3b5739,Sales Enablement Program Manager,Archetype,job_role,4,,81d3f468,
47e9a12d,Sales Operations Program Manager,Archetype,job_role,4,,81d3f468,
13977578,Sales Project Management,Archetype,sub_archetype2,3,05f9bd59;a9914429;1fbd6e4f,0a530e68,
05f9bd59,Sales Plays Director,Archetype,job_role,4,,13977578,
a9914429,Sales Plays Project Manager,Archetype,job_role,4,,13977578,
1fbd6e4f,Senior Sales Plays Project Manager,Archetype,job_role,4,,13977578,
ff76ac98,Sales Strategy & Analysis,Archetype,sub_archetype2,3,5db40045;0ddc13ea,0a530e68,
5db40045,Sales Play Strategy Analyst,Archetype,job_role,4,,ff76ac98,
0ddc13ea,Sales Play Strategy Intern,Archetype,job_role,4,,ff76ac98,
ee5e8399,Strategic Account Management,Archetype,sub_archetype2,3,8c94c827;749f1779;fee53eb1,0a530e68,
8c94c827,"Director, Strategic Account Engagements",Archetype,job_role,4,,ee5e8399,
749f1779,"Director, Account Planning Strategy",Archetype,job_role,4,,ee5e8399,
fee53eb1,"Director, Strategic Accounts Deal Desk",Archetype,job_role,4,,ee5e8399,
24ca4ef1,Client Director,Archetype,sub_archetype2,3,bbb5f5ee;1aa56504;91074034;159d4dc6;afa5f49c;dbf97709,0a530e68,
bbb5f5ee,Client Director - Manufacturing,Archetype,job_role,4,,24ca4ef1,
1aa56504,Client Director - Telco/Media,Archetype,job_role,4,,24ca4ef1,
91074034,Client Director - Media,Archetype,job_role,4,,24ca4ef1,
159d4dc6,Client Director - IT Service Management,Archetype,job_role,4,,24ca4ef1,
afa5f49c,Technology Client Director,Archetype,job_role,4,,24ca4ef1,
dbf97709,Global Client Director,Archetype,job_role,4,,24ca4ef1,
cd539c26,Sales Operations,Archetype,sub_archetype2,3,78ee61be;80365425;e661c200;d33bb124;af228aeb;0fe150c9;5f1be8c2;1e9ff2ef;6f0b3275;5a751415;74fb0651;24561bbf;1659f845;6ec00c76;67d5ccb0;a34f03ad;b5e333df,0a530e68,
78ee61be,Enterprise Sales Operations Manager,Archetype,job_role,4,,cd539c26,
80365425,Sales Operations Communications Manager,Archetype,job_role,4,,cd539c26,
e661c200,Sales Operations Manager - NPI,Archetype,job_role,4,,cd539c26,
d33bb124,Sales Operations Analyst - Software/SaaS,Archetype,job_role,4,,cd539c26,
af228aeb,Partner Sales Operations Specialist,Archetype,job_role,4,,cd539c26,
0fe150c9,Sales Operations Director - Quoting,Archetype,job_role,4,,cd539c26,
5f1be8c2,Service Operations Playbook Manager,Archetype,job_role,4,,cd539c26,
1e9ff2ef,Territory Sales Estimator - Pipe Lining,Archetype,job_role,4,,cd539c26,
6f0b3275,Sales Operations Enablement Manager,Archetype,job_role,4,,cd539c26,
5a751415,Sales Operations Supervisor,Archetype,job_role,4,,cd539c26,
74fb0651,Sales Operations Manager,Archetype,job_role,4,,cd539c26,
24561bbf,Sales Operations Enablement Lead,Archetype,job_role,4,,cd539c26,
1659f845,Sales Operations Analyst,Archetype,job_role,4,,cd539c26,
6ec00c76,Partner Operations Director,Archetype,job_role,4,,cd539c26,
67d5ccb0,Sales Operations Business Analyst,Archetype,job_role,4,,cd539c26,
a34f03ad,Sales Operations Deal Lead,Archetype,job_role,4,,cd539c26,
b5e333df,Sales Operations Business Development Manager,Archetype,job_role,4,,cd539c26,
9feff01b,Sales Training & Enablement,Archetype,sub_archetype2,3,55065bcb;e2aa1723;542bcbdf;f2e11b82,0a530e68,
55065bcb,Sales Training Director,Archetype,job_role,4,,9feff01b,
e2aa1723,Sales Trainer,Archetype,job_role,4,,9feff01b,
542bcbdf,Sales Training Specialist,Archetype,job_role,4,,9feff01b,
f2e11b82,Sales Training Team Lead,Archetype,job_role,4,,9feff01b,
303d73b5,Sales Execution & Specialization Roles,Archetype,sub_archetype1,2,85d5f8b4;d88a8d7e;1a157309;17981d2a;01aa1b6f;02c6c3ea;2d5c7d10;1d97735a;d5863be2;4ac5afe0;c377d229;6e1f68e6;a1adacce;1a0a49e3;19a68b84;bbbf74e5;add4fa9f;6cfd8f4b;f59bb6ed;39b747f3;bcf3ffbd;c67256e0;9b6b47e3,160ed4b3,
85d5f8b4,Sales,Archetype,sub_archetype2,3,9d3e41e8,303d73b5,
9d3e41e8,Employee Workflow Solution Sales,Archetype,job_role,4,,85d5f8b4,
d88a8d7e,Sales Professional,Archetype,sub_archetype2,3,7f1dcbcf;c28fa573;83ae2603;8441d99f;1530059b;ff63bb2d;10616612;7d1a7d15;7fba8ce9;b0bc42ba;04936347;d56243c1;4c9660f0;d8fdac69;bc187c42;ac6f810b;55dca637;0593eb2b;a746de84;7f73d4f6;da9f3814;fd9584ae;498ff8ed;bdcdf8ff;35b687c3;bdcc199c;33032003;899c76cc,303d73b5,
7f1dcbcf,Solution Sales Executive - Low Code Automation,Archetype,job_role,4,,d88a8d7e,
c28fa573,Enterprise Sales Director,Archetype,job_role,4,,d88a8d7e,
83ae2603,New Logo Account Executive,Archetype,job_role,4,,d88a8d7e,
8441d99f,Enterprise Sales Associate - SaaS,Archetype,job_role,4,,d88a8d7e,
1530059b,"Solution Sales Executive, Customer Service CEE",Archetype,job_role,4,,d88a8d7e,
ff63bb2d,Commercial Account Executive,Archetype,job_role,4,,d88a8d7e,
10616612,"Director, Global Service Provider Sales",Archetype,job_role,4,,d88a8d7e,
7d1a7d15,Strategic Portfolio Management Solution Sales Manager,Archetype,job_role,4,,d88a8d7e,
7fba8ce9,VP of Sales - State & Local Government,Archetype,job_role,4,,d88a8d7e,
b0bc42ba,Inside Sales Representative,Archetype,job_role,4,,d88a8d7e,
04936347,Services Sales Manager,Archetype,job_role,4,,d88a8d7e,
d56243c1,Mid-Market Sales Representative,Archetype,job_role,4,,d88a8d7e,
4c9660f0,Inbound Sales Development Representative - French,Archetype,job_role,4,,d88a8d7e,
d8fdac69,Enterprise Sales Associates Manager,Archetype,job_role,4,,d88a8d7e,
bc187c42,Services Account Executive - Financial Services,Archetype,job_role,4,,d88a8d7e,
ac6f810b,Public Sector Sales Executive,Archetype,job_role,4,,d88a8d7e,
55dca637,Sales Development Representative,Archetype,job_role,4,,d88a8d7e,
0593eb2b,Services Sales Executive,Archetype,job_role,4,,d88a8d7e,
a746de84,Enterprise Software Sales Executive,Archetype,job_role,4,,d88a8d7e,
7f73d4f6,Enterprise Cloud Sales Representative,Archetype,job_role,4,,d88a8d7e,
da9f3814,Enterprise Sales Associate,Archetype,job_role,4,,d88a8d7e,
fd9584ae,Software Sales Executive,Archetype,job_role,4,,d88a8d7e,
498ff8ed,Solution Sales Executive,Archetype,job_role,4,,d88a8d7e,
bdcdf8ff,Hyperscaler Quoting Lead,Archetype,job_role,4,,d88a8d7e,
35b687c3,Enterprise Account Executive - Financial Services,Archetype,job_role,4,,d88a8d7e,
bdcc199c,Public Sector Cloud Sales Specialist,Archetype,job_role,4,,d88a8d7e,
33032003,Sales Rotational Associate,Archetype,job_role,4,,d88a8d7e,
899c76cc,Enterprise Corporate Sales Executive,Archetype,job_role,4,,d88a8d7e,
1a157309,Sales Development,Archetype,sub_archetype2,3,ec99affc;4e4b66d1;999a9f0a;0b4015ce;aeafc556;e18c79bb;8db89b27;92eed0dd;d58173b1;b7aec834;db2f58a9;7b759353;f85ddb1d;dea9f7aa;a7510526;23d5f90d;dbe3e43f;c4829c25;8ed36260;ffb0c29e;4ab05ff2;0a508cfc;88ed1dd7;00577a2d;6c6615db;62b4b4e1;9ee5e5aa;487b34b2;001409e4;3dd9d55d;7f804e0e;f0725740;26e499c1;34d6f2aa;62b58773;7b99830f;36eab56a;e35dd615;f2aa49e7;10c831d9;26703139;dd025e5b;bc06b8c3;4b890031;cf673c6f;ed3da25f;15b0578d;5b7974d8;1aeeb472;8e5cb237;cc5efc3a;3f6cf8b9;e7d63c78;3bc0b49b;a0f326e5;45247b14;eeffa890;521f94fa;0e60d7db;51b5c587;d5bcfc44;d729e906;c4ad633e;d4f755f3;21cb1aca;ece52171;09652b07;10b8a3b7;ab9da9f2;4cd92ed1;dc07db48;b8cf9dda;fe139ff4;bbc9badb;473cac5f;cb3b964f;b13e3506;e85e169e;1dd18356;a378fafd;2944524f;ab2ebf97;3a582141;b9af89d3;1c58965f;b983b1a9;3632337f;2724ab64;59c2f360;75cebca9;9f0f0a28;3024aaf0;4b9c76d8;14367421;40493dd1;f1f61531;e7428e26;08a3796f;ec752edc;18eb5bfb,303d73b5,
ec99affc,Operational Technology Solution Sales Executive,Archetype,job_role,4,,1a157309,
4e4b66d1,Technology Workflow Sales Leader,Archetype,job_role,4,,1a157309,
999a9f0a,Operational Technology Presales Director,Archetype,job_role,4,,1a157309,
0b4015ce,LinkedIn Sales Development Intern,Archetype,job_role,4,,1a157309,
aeafc556,Solution Sales Executive - Life Sciences,Archetype,job_role,4,,1a157309,
e18c79bb,Solution Sales Executive - CRM Workflows,Archetype,job_role,4,,1a157309,
8db89b27,"Director, Services Sales",Archetype,job_role,4,,1a157309,
92eed0dd,Business Development Representative,Archetype,job_role,4,,1a157309,
d58173b1,Chief Operating Officer - Non-Profit Software Sales,Archetype,job_role,4,,1a157309,
b7aec834,Strategic Customers Sales Director,Archetype,job_role,4,,1a157309,
db2f58a9,"Director, Resell Go-To-Market",Archetype,job_role,4,,1a157309,
7b759353,Global Solution Sales Executive - Generative AI,Archetype,job_role,4,,1a157309,
f85ddb1d,Sales Operations Specialist,Archetype,job_role,4,,1a157309,
dea9f7aa,Senior Solution Consultant - State and Local,Archetype,job_role,4,,1a157309,
a7510526,Solution Sales Director - Customer Workflows,Archetype,job_role,4,,1a157309,
23d5f90d,Federal Healthcare Sales Director,Archetype,job_role,4,,1a157309,
dbe3e43f,Director of Regional Sales - AI Solutions,Archetype,job_role,4,,1a157309,
c4829c25,"Area Vice President, Public Sector",Archetype,job_role,4,,1a157309,
8ed36260,VP of Sales - Core Services & Energy,Archetype,job_role,4,,1a157309,
ffb0c29e,Finance & Supply Chain Sales Leader,Archetype,job_role,4,,1a157309,
4ab05ff2,Inside Sales Business Development Manager,Archetype,job_role,4,,1a157309,
0a508cfc,Generative AI Sales Specialist,Archetype,job_role,4,,1a157309,
88ed1dd7,Solution Sales Executive - State & Local Government,Archetype,job_role,4,,1a157309,
00577a2d,Territory Sales Executive,Archetype,job_role,4,,1a157309,
6c6615db,Territory Partner Seller,Archetype,job_role,4,,1a157309,
62b4b4e1,Solution Sales Specialist - Customer Experience,Archetype,job_role,4,,1a157309,
9ee5e5aa,Solution Sales Executive - CX Workflows,Archetype,job_role,4,,1a157309,
487b34b2,Enterprise Sales Director - TMT,Archetype,job_role,4,,1a157309,
001409e4,Training Account Executive,Archetype,job_role,4,,1a157309,
3dd9d55d,Solution Sales Executive - Healthcare CIWF,Archetype,job_role,4,,1a157309,
7f804e0e,Federal Health Account Executive,Archetype,job_role,4,,1a157309,
f0725740,Strategic Sales Executive,Archetype,job_role,4,,1a157309,
26e499c1,Client Director - Automotive,Archetype,job_role,4,,1a157309,
34d6f2aa,Business Development Manager,Archetype,job_role,4,,1a157309,
62b58773,Sales Development Director,Archetype,job_role,4,,1a157309,
7b99830f,Reseller Strategy Director,Archetype,job_role,4,,1a157309,
36eab56a,Generative AI Sales Executive,Archetype,job_role,4,,1a157309,
e35dd615,DEI Business Partner,Archetype,job_role,4,,1a157309,
f2aa49e7,Solution Sales Executive - Public Sector,Archetype,job_role,4,,1a157309,
10c831d9,Enterprise Sales Development Representative,Archetype,job_role,4,,1a157309,
26703139,Enterprise Sales Executive,Archetype,job_role,4,,1a157309,
dd025e5b,Strategic Pursuit Manager,Archetype,job_role,4,,1a157309,
bc06b8c3,Lead Generation Sales Executive,Archetype,job_role,4,,1a157309,
4b890031,Director of Sales Operations,Archetype,job_role,4,,1a157309,
cf673c6f,"Senior Manager, Sales Development",Archetype,job_role,4,,1a157309,
ed3da25f,Global Partner Leader,Archetype,job_role,4,,1a157309,
15b0578d,Service Operations AVP,Archetype,job_role,4,,1a157309,
5b7974d8,Operational Technology Sales Director,Archetype,job_role,4,,1a157309,
1aeeb472,Solution Sales Executive - Healthcare,Archetype,job_role,4,,1a157309,
8e5cb237,Service Operations Business Development Manager,Archetype,job_role,4,,1a157309,
cc5efc3a,"Director, Global Partner Sales",Archetype,job_role,4,,1a157309,
3f6cf8b9,"Sales Director, Risk & ESG Solutions - Central Region",Archetype,job_role,4,,1a157309,
e7d63c78,Global Vice President - Creator Workflow Sales,Archetype,job_role,4,,1a157309,
3bc0b49b,Senior Sales Development Representative,Archetype,job_role,4,,1a157309,
a0f326e5,Enterprise Sales Director - UK,Archetype,job_role,4,,1a157309,
45247b14,Technology Workflows Solution Sales Representative,Archetype,job_role,4,,1a157309,
eeffa890,Solution Sales Executive - Healthcare Creator Workflows SaaS,Archetype,job_role,4,,1a157309,
521f94fa,Solution Sales Executive - Low-Code Workflows,Archetype,job_role,4,,1a157309,
0e60d7db,Strategic Technology Sales Leader,Archetype,job_role,4,,1a157309,
51b5c587,Enterprise Sales Manager,Archetype,job_role,4,,1a157309,
d5bcfc44,Director of Sales - IT Asset Management,Archetype,job_role,4,,1a157309,
d729e906,Reseller Channel Sales Manager,Archetype,job_role,4,,1a157309,
c4ad633e,Account Executive - Non-Profit,Archetype,job_role,4,,1a157309,
d4f755f3,Sales Development Manager with AI Focus,Archetype,job_role,4,,1a157309,
21cb1aca,Lead Development Representative,Archetype,job_role,4,,1a157309,
ece52171,Director of Sales - State & Local Government,Archetype,job_role,4,,1a157309,
09652b07,Solution Sales Executive - Federal GRC,Archetype,job_role,4,,1a157309,
10b8a3b7,ServiceNow Inside Sales,Archetype,job_role,4,,1a157309,
ab9da9f2,Channel Sales Director,Archetype,job_role,4,,1a157309,
4cd92ed1,Solution Sales Executive - Employee Experience,Archetype,job_role,4,,1a157309,
dc07db48,FSI Sales Leader,Archetype,job_role,4,,1a157309,
b8cf9dda,Sales Director - IT Region,Archetype,job_role,4,,1a157309,
fe139ff4,Solution Sales Executive - Service Operations,Archetype,job_role,4,,1a157309,
bbc9badb,National Solutions Sales Director - Healthcare,Archetype,job_role,4,,1a157309,
473cac5f,Partner Account Manager,Archetype,job_role,4,,1a157309,
cb3b964f,Partner Solutions Executive,Archetype,job_role,4,,1a157309,
b13e3506,Presales Training Manager,Archetype,job_role,4,,1a157309,
e85e169e,Strategic Enterprise Sales Director,Archetype,job_role,4,,1a157309,
1dd18356,"Sales Director, Risk & ESG Solutions - UK & I",Archetype,job_role,4,,1a157309,
a378fafd,Solution Sales Executive - Technology,Archetype,job_role,4,,1a157309,
2944524f,Federal Sales Director,Archetype,job_role,4,,1a157309,
ab2ebf97,Specialty Solutions Sales Executive,Archetype,job_role,4,,1a157309,
3a582141,Global Business Services Business Development Manager,Archetype,job_role,4,,1a157309,
b9af89d3,Solution Sales Executive - Healthcare SaaS,Archetype,job_role,4,,1a157309,
1c58965f,Head of Financial Services GTM,Archetype,job_role,4,,1a157309,
b983b1a9,Territory Partner Sales Manager,Archetype,job_role,4,,1a157309,
3632337f,Business Development Director - Public Sector,Archetype,job_role,4,,1a157309,
2724ab64,Public Sector Sales Vice President,Archetype,job_role,4,,1a157309,
59c2f360,"Sales Director, Risk & ESG Solutions - EMEA South",Archetype,job_role,4,,1a157309,
75cebca9,End-to-End Sales Process Lead,Archetype,job_role,4,,1a157309,
9f0f0a28,Senior Sales Operations Manager,Archetype,job_role,4,,1a157309,
3024aaf0,Sales Development Manager,Archetype,job_role,4,,1a157309,
4b9c76d8,Healthcare Sales Director,Archetype,job_role,4,,1a157309,
14367421,VP of Sales - Customer Service,Archetype,job_role,4,,1a157309,
40493dd1,Enterprise Account Executive - Financial Technology,Archetype,job_role,4,,1a157309,
f1f61531,Strategic Customer Business Development Director,Archetype,job_role,4,,1a157309,
e7428e26,Hyperscaler Sales Executive,Archetype,job_role,4,,1a157309,
08a3796f,Enterprise Sales Associates Senior Director,Archetype,job_role,4,,1a157309,
ec752edc,Enterprise Solutions Sales Executive,Archetype,job_role,4,,1a157309,
18eb5bfb,Inbound Sales Development Representative,Archetype,job_role,4,,1a157309,
17981d2a,Sales Development Representative,Archetype,sub_archetype2,3,fead0251;f6b6db9e;5ee1d52e,303d73b5,
